date,states,cases,number
2020-10-04,wyoming,deaths,53
2020-10-05,alabama,confirmed,159713
2020-10-05,alabama,deaths,2559
2020-10-05,alaska,confirmed,9511
2020-10-05,alaska,deaths,54
2020-10-05,arizona,confirmed,221091
2020-10-05,arizona,deaths,5707
2020-10-05,arkansas,confirmed,87430
2020-10-05,arkansas,deaths,1447
2020-10-05,california,confirmed,837720
2020-10-05,california,deaths,16179
2020-10-05,colorado,confirmed,74029
2020-10-05,colorado,deaths,2085
2020-10-05,connecticut,confirmed,59120
2020-10-05,connecticut,deaths,4517
2020-10-05,delaware,confirmed,21363
2020-10-05,delaware,deaths,645
2020-10-05,district of columbia,confirmed,15547
2020-10-05,district of columbia,deaths,631
2020-10-05,florida,confirmed,717866
2020-10-05,florida,deaths,14711
2020-10-05,georgia,confirmed,328127
2020-10-05,georgia,deaths,7028
2020-10-05,guam,confirmed,3722
2020-10-05,guam,deaths,56
2020-10-05,hawaii,confirmed,13007
2020-10-05,hawaii,deaths,156
2020-10-05,idaho,confirmed,44832
2020-10-05,idaho,deaths,487
2020-10-05,illinois,confirmed,307428
2020-10-05,illinois,deaths,9071
2020-10-05,indiana,confirmed,128285
2020-10-05,indiana,deaths,3681
2020-10-05,iowa,confirmed,93261
2020-10-05,iowa,deaths,1399
2020-10-05,kansas,confirmed,63817
2020-10-05,kansas,deaths,706
2020-10-05,kentucky,confirmed,76787
2020-10-05,kentucky,deaths,1248
2020-10-05,louisiana,confirmed,169937
2020-10-05,louisiana,deaths,5586
2020-10-05,maine,confirmed,5545
2020-10-05,maine,deaths,142
2020-10-05,maryland,confirmed,128277
2020-10-05,maryland,deaths,3961
2020-10-05,massachusetts,confirmed,135462
2020-10-05,massachusetts,deaths,9530
2020-10-05,michigan,confirmed,142757
2020-10-05,michigan,deaths,7141
2020-10-05,minnesota,confirmed,104852
2020-10-05,minnesota,deaths,2136
2020-10-05,mississippi,confirmed,100703
2020-10-05,mississippi,deaths,3013
2020-10-05,missouri,confirmed,137297
2020-10-05,missouri,deaths,2229
2020-10-05,montana,confirmed,15127
2020-10-05,montana,deaths,190
2020-10-05,nebraska,confirmed,48259
2020-10-05,nebraska,deaths,509
2020-10-05,nevada,confirmed,82544
2020-10-05,nevada,deaths,1624
2020-10-05,new hampshire,confirmed,8680
2020-10-05,new hampshire,deaths,444
2020-10-05,new jersey,confirmed,210500
2020-10-05,new jersey,deaths,16138
2020-10-05,new mexico,confirmed,30632
2020-10-05,new mexico,deaths,894
2020-10-05,new york,confirmed,470244
2020-10-05,new york,deaths,32827
2020-10-05,north carolina,confirmed,220045
2020-10-05,north carolina,deaths,3656
2020-10-05,north dakota,confirmed,23865
2020-10-05,north dakota,deaths,280
2020-10-05,northern mariana islands,confirmed,75
2020-10-05,northern mariana islands,deaths,2
2020-10-05,ohio,confirmed,159964
2020-10-05,ohio,deaths,4931
2020-10-05,oklahoma,confirmed,91982
2020-10-05,oklahoma,deaths,1055
2020-10-05,oregon,confirmed,35056
2020-10-05,oregon,deaths,574
2020-10-05,pennsylvania,confirmed,169126
2020-10-05,pennsylvania,deaths,8300
2020-10-05,puerto rico,confirmed,51305
2020-10-05,puerto rico,deaths,695
2020-10-05,rhode island,confirmed,25419
2020-10-05,rhode island,deaths,1121
2020-10-05,south carolina,confirmed,152159
2020-10-05,south carolina,deaths,3456
2020-10-05,south dakota,confirmed,24598
2020-10-05,south dakota,deaths,248
2020-10-05,tennessee,confirmed,200603
2020-10-05,tennessee,deaths,2570
2020-10-05,texas,confirmed,806535
2020-10-05,texas,deaths,16519
2020-10-05,utah,confirmed,78733
2020-10-05,utah,deaths,483
2020-10-05,vermont,confirmed,1817
2020-10-05,vermont,deaths,58
2020-10-05,virgin islands,confirmed,1322
2020-10-05,virgin islands,deaths,20
2020-10-05,virginia,confirmed,152557
2020-10-05,virginia,deaths,3276
2020-10-05,washington,confirmed,94202
2020-10-05,washington,deaths,2253
2020-10-05,west virginia,confirmed,16742
2020-10-05,west virginia,deaths,361
2020-10-05,wisconsin,confirmed,141780
2020-10-05,wisconsin,deaths,1393
2020-10-05,wyoming,confirmed,6629
2020-10-05,wyoming,deaths,53
2020-10-06,alabama,confirmed,160477
2020-10-06,alabama,deaths,2580
2020-10-06,alaska,confirmed,9656
2020-10-06,alaska,deaths,54
2020-10-06,arizona,confirmed,221937
2020-10-06,arizona,deaths,5713
2020-10-06,arkansas,confirmed,88071
2020-10-06,arkansas,deaths,1469
2020-10-06,california,confirmed,840322
2020-10-06,california,deaths,16251
2020-10-06,colorado,confirmed,74535
2020-10-06,colorado,deaths,2094
2020-10-06,connecticut,confirmed,59241
2020-10-06,connecticut,deaths,4521
2020-10-06,delaware,confirmed,21466
2020-10-06,delaware,deaths,646
2020-10-06,district of columbia,confirmed,15652
2020-10-06,district of columbia,deaths,631
2020-10-06,florida,confirmed,720117
2020-10-06,florida,deaths,14766
2020-10-06,georgia,confirmed,329101
2020-10-06,georgia,deaths,7062
2020-10-06,guam,confirmed,3787
2020-10-06,guam,deaths,56
2020-10-06,hawaii,confirmed,13090
2020-10-06,hawaii,deaths,159
2020-10-06,idaho,confirmed,45487
2020-10-06,idaho,deaths,494
2020-10-06,illinois,confirmed,308990
2020-10-06,illinois,deaths,9100
2020-10-06,indiana,confirmed,129281
2020-10-06,indiana,deaths,3711
2020-10-06,iowa,confirmed,93909
2020-10-06,iowa,deaths,1414
2020-10-06,kansas,confirmed,64077
2020-10-06,kansas,deaths,706
2020-10-06,kentucky,confirmed,77741
2020-10-06,kentucky,deaths,1255
2020-10-06,louisiana,confirmed,170469
2020-10-06,louisiana,deaths,5592
2020-10-06,maine,confirmed,5565
2020-10-06,maine,deaths,142
2020-10-06,maryland,confirmed,128691
2020-10-06,maryland,deaths,3967
2020-10-06,massachusetts,confirmed,135957
2020-10-06,massachusetts,deaths,9538
2020-10-06,michigan,confirmed,143901
2020-10-06,michigan,deaths,7163
2020-10-06,minnesota,confirmed,105793
2020-10-06,minnesota,deaths,2140
2020-10-06,mississippi,confirmed,101678
2020-10-06,mississippi,deaths,3027
2020-10-06,missouri,confirmed,139172
2020-10-06,missouri,deaths,2258
2020-10-06,montana,confirmed,15633
2020-10-06,montana,deaths,192
2020-10-06,nebraska,confirmed,48757
2020-10-06,nebraska,deaths,511
2020-10-06,nevada,confirmed,83036
2020-10-06,nevada,deaths,1630
2020-10-06,new hampshire,confirmed,8731
2020-10-06,new hampshire,deaths,446
2020-10-06,new jersey,confirmed,211129
2020-10-06,new jersey,deaths,16147
2020-10-06,new mexico,confirmed,30947
2020-10-06,new mexico,deaths,894
2020-10-06,new york,confirmed,471638
2020-10-06,new york,deaths,32836
2020-10-06,north carolina,confirmed,221438
2020-10-06,north carolina,deaths,3691
2020-10-06,north dakota,confirmed,24368
2020-10-06,north dakota,deaths,284
2020-10-06,northern mariana islands,confirmed,75
2020-10-06,northern mariana islands,deaths,2
2020-10-06,ohio,confirmed,161299
2020-10-06,ohio,deaths,4947
2020-10-06,oklahoma,confirmed,93346
2020-10-06,oklahoma,deaths,1066
2020-10-06,oregon,confirmed,35347
2020-10-06,oregon,deaths,581
2020-10-06,pennsylvania,confirmed,170255
2020-10-06,pennsylvania,deaths,8318
2020-10-06,puerto rico,confirmed,51737
2020-10-06,puerto rico,deaths,696
2020-10-06,rhode island,confirmed,25596
2020-10-06,rhode island,deaths,1125
2020-10-06,south carolina,confirmed,152970
2020-10-06,south carolina,deaths,3471
2020-10-06,south dakota,confirmed,24876
2020-10-06,south dakota,deaths,248
2020-10-06,tennessee,confirmed,202257
2020-10-06,tennessee,deaths,2594
2020-10-06,texas,confirmed,811191
2020-10-06,texas,deaths,16622
2020-10-06,utah,confirmed,79449
2020-10-06,utah,deaths,489
2020-10-06,vermont,confirmed,1821
2020-10-06,vermont,deaths,58
2020-10-06,virgin islands,confirmed,1321
2020-10-06,virgin islands,deaths,20
2020-10-06,virginia,confirmed,153182
2020-10-06,virginia,deaths,3291
2020-10-06,washington,confirmed,94694
2020-10-06,washington,deaths,2261
2020-10-06,west virginia,confirmed,16936
2020-10-06,west virginia,deaths,364
2020-10-06,wisconsin,confirmed,143886
2020-10-06,wisconsin,deaths,1410
2020-10-06,wyoming,confirmed,6770
2020-10-06,wyoming,deaths,53
2020-10-07,alabama,confirmed,161418
2020-10-07,alabama,deaths,2601
2020-10-07,alaska,confirmed,9784
2020-10-07,alaska,deaths,55
2020-10-07,arizona,confirmed,222558
2020-10-07,arizona,deaths,5733
2020-10-07,arkansas,confirmed,88880
2020-10-07,arkansas,deaths,1482
2020-10-07,california,confirmed,843732
2020-10-07,california,deaths,16358
2020-10-07,colorado,confirmed,75410
2020-10-07,colorado,deaths,2097
2020-10-07,connecticut,confirmed,59364
2020-10-07,connecticut,deaths,4522
2020-10-07,delaware,confirmed,21550
2020-10-07,delaware,deaths,649
2020-10-07,district of columbia,confirmed,15697
2020-10-07,district of columbia,deaths,632
2020-10-07,florida,confirmed,722699
2020-10-07,florida,deaths,14903
2020-10-07,georgia,confirmed,330769
2020-10-07,georgia,deaths,7089
2020-10-07,guam,confirmed,3837
2020-10-07,guam,deaths,58
2020-10-07,hawaii,confirmed,13196
2020-10-07,hawaii,deaths,162
2020-10-07,idaho,confirmed,46233
2020-10-07,idaho,deaths,502
2020-10-07,illinois,confirmed,311614
2020-10-07,illinois,deaths,9138
2020-10-07,indiana,confirmed,130569
2020-10-07,indiana,deaths,3727
2020-10-07,iowa,confirmed,95205
2020-10-07,iowa,deaths,1419
2020-10-07,kansas,confirmed,65131
2020-10-07,kansas,deaths,725
2020-10-07,kentucky,confirmed,78669
2020-10-07,kentucky,deaths,1261
2020-10-07,louisiana,confirmed,172625
2020-10-07,louisiana,deaths,5604
2020-10-07,maine,confirmed,5604
2020-10-07,maine,deaths,142
2020-10-07,maryland,confirmed,129158
2020-10-07,maryland,deaths,3973
2020-10-07,massachusetts,confirmed,136492
2020-10-07,massachusetts,deaths,9557
2020-10-07,michigan,confirmed,145131
2020-10-07,michigan,deaths,7171
2020-10-07,minnesota,confirmed,106704
2020-10-07,minnesota,deaths,2154
2020-10-07,mississippi,confirmed,102241
2020-10-07,mississippi,deaths,3051
2020-10-07,missouri,confirmed,141262
2020-10-07,missouri,deaths,2334
2020-10-07,montana,confirmed,16194
2020-10-07,montana,deaths,193
2020-10-07,nebraska,confirmed,49396
2020-10-07,nebraska,deaths,516
2020-10-07,nevada,confirmed,83500
2020-10-07,nevada,deaths,1639
2020-10-07,new hampshire,confirmed,8800
2020-10-07,new hampshire,deaths,448
2020-10-07,new jersey,confirmed,211638
2020-10-07,new jersey,deaths,16152
2020-10-07,new mexico,confirmed,31372
2020-10-07,new mexico,deaths,896
2020-10-07,new york,confirmed,472994
2020-10-07,new york,deaths,32850
2020-10-07,north carolina,confirmed,223349
2020-10-07,north carolina,deaths,3716
2020-10-07,north dakota,confirmed,24861
2020-10-07,north dakota,deaths,308
2020-10-07,northern mariana islands,confirmed,75
2020-10-07,northern mariana islands,deaths,2
2020-10-07,ohio,confirmed,162723
2020-10-07,ohio,deaths,4970
2020-10-07,oklahoma,confirmed,94352
2020-10-07,oklahoma,deaths,1075
2020-10-07,oregon,confirmed,35646
2020-10-07,oregon,deaths,585
2020-10-07,pennsylvania,confirmed,171550
2020-10-07,pennsylvania,deaths,8347
2020-10-07,puerto rico,confirmed,51768
2020-10-07,puerto rico,deaths,705
2020-10-07,rhode island,confirmed,25776
2020-10-07,rhode island,deaths,1126
2020-10-07,south carolina,confirmed,153705
2020-10-07,south carolina,deaths,3502
2020-10-07,south dakota,confirmed,25906
2020-10-07,south dakota,deaths,258
2020-10-07,tennessee,confirmed,204286
2020-10-07,tennessee,deaths,2615
2020-10-07,texas,confirmed,817166
2020-10-07,texas,deaths,16747
2020-10-07,utah,confirmed,80522
2020-10-07,utah,deaths,499
2020-10-07,vermont,confirmed,1827
2020-10-07,vermont,deaths,58
2020-10-07,virgin islands,confirmed,1322
2020-10-07,virgin islands,deaths,20
2020-10-07,virginia,confirmed,153691
2020-10-07,virginia,deaths,3303
2020-10-07,washington,confirmed,95500
2020-10-07,washington,deaths,2274
2020-10-07,west virginia,confirmed,17139
2020-10-07,west virginia,deaths,369
2020-10-07,wisconsin,confirmed,146376
2020-10-07,wisconsin,deaths,1427
2020-10-07,wyoming,confirmed,6899
2020-10-07,wyoming,deaths,53
2020-10-08,alabama,confirmed,161975
2020-10-08,alabama,deaths,2637
2020-10-08,alaska,confirmed,9919
2020-10-08,alaska,deaths,56
2020-10-08,arizona,confirmed,223407
2020-10-08,arizona,deaths,5743
2020-10-08,arkansas,confirmed,90145
2020-10-08,arkansas,deaths,1503
2020-10-08,california,confirmed,847384
2020-10-08,california,deaths,16425
2020-10-08,colorado,confirmed,76186
2020-10-08,colorado,deaths,2107
2020-10-08,connecticut,confirmed,59748
2020-10-08,connecticut,deaths,4527
2020-10-08,delaware,confirmed,21682
2020-10-08,delaware,deaths,651
2020-10-08,district of columbia,confirmed,15765
2020-10-08,district of columbia,deaths,634
2020-10-08,florida,confirmed,726005
2020-10-08,florida,deaths,15067
2020-10-08,georgia,confirmed,332142
2020-10-08,georgia,deaths,7125
2020-10-08,guam,confirmed,3903
2020-10-08,guam,deaths,59
2020-10-08,hawaii,confirmed,13297
2020-10-08,hawaii,deaths,163
2020-10-08,idaho,confirmed,46848
2020-10-08,idaho,deaths,504
2020-10-08,illinois,confirmed,314725
2020-10-08,illinois,deaths,9173
2020-10-08,indiana,confirmed,132030
2020-10-08,indiana,deaths,3742
2020-10-08,iowa,confirmed,96749
2020-10-08,iowa,deaths,1433
2020-10-08,kansas,confirmed,65296
2020-10-08,kansas,deaths,741
2020-10-08,kentucky,confirmed,79550
2020-10-08,kentucky,deaths,1272
2020-10-08,louisiana,confirmed,173149
2020-10-08,louisiana,deaths,5609
2020-10-08,maine,confirmed,5639
2020-10-08,maine,deaths,142
2020-10-08,maryland,confirmed,129919
2020-10-08,maryland,deaths,3979
2020-10-08,massachusetts,confirmed,136936
2020-10-08,massachusetts,deaths,9565
2020-10-08,michigan,confirmed,146548
2020-10-08,michigan,deaths,7194
2020-10-08,minnesota,confirmed,107975
2020-10-08,minnesota,deaths,2160
2020-10-08,mississippi,confirmed,102819
2020-10-08,mississippi,deaths,3074
2020-10-08,missouri,confirmed,142732
2020-10-08,missouri,deaths,2360
2020-10-08,montana,confirmed,16766
2020-10-08,montana,deaths,197
2020-10-08,nebraska,confirmed,50059
2020-10-08,nebraska,deaths,518
2020-10-08,nevada,confirmed,83971
2020-10-08,nevada,deaths,1650
2020-10-08,new hampshire,confirmed,8878
2020-10-08,new hampshire,deaths,448
2020-10-08,new jersey,confirmed,212936
2020-10-08,new jersey,deaths,16161
2020-10-08,new mexico,confirmed,31756
2020-10-08,new mexico,deaths,899
2020-10-08,new york,confirmed,474829
2020-10-08,new york,deaths,32859
2020-10-08,north carolina,confirmed,225738
2020-10-08,north carolina,deaths,3744
2020-10-08,north dakota,confirmed,25388
2020-10-08,north dakota,deaths,314
2020-10-08,northern mariana islands,confirmed,75
2020-10-08,northern mariana islands,deaths,2
2020-10-08,ohio,confirmed,164262
2020-10-08,ohio,deaths,4983
2020-10-08,oklahoma,confirmed,95564
2020-10-08,oklahoma,deaths,1085
2020-10-08,oregon,confirmed,36121
2020-10-08,oregon,deaths,596
2020-10-08,pennsylvania,confirmed,172971
2020-10-08,pennsylvania,deaths,8372
2020-10-08,puerto rico,confirmed,52294
2020-10-08,puerto rico,deaths,715
2020-10-08,rhode island,confirmed,26045
2020-10-08,rhode island,deaths,1127
2020-10-08,south carolina,confirmed,154755
2020-10-08,south carolina,deaths,3514
2020-10-08,south dakota,confirmed,26441
2020-10-08,south dakota,deaths,272
2020-10-08,tennessee,confirmed,206265
2020-10-08,tennessee,deaths,2676
2020-10-08,texas,confirmed,821732
2020-10-08,texas,deaths,16853
2020-10-08,utah,confirmed,81975
2020-10-08,utah,deaths,504
2020-10-08,vermont,confirmed,1838
2020-10-08,vermont,deaths,58
2020-10-08,virgin islands,confirmed,1324
2020-10-08,virgin islands,deaths,20
2020-10-08,virginia,confirmed,155535
2020-10-08,virginia,deaths,3328
2020-10-08,washington,confirmed,96227
2020-10-08,washington,deaths,2280
2020-10-08,west virginia,confirmed,17325
2020-10-08,west virginia,deaths,370
2020-10-08,wisconsin,confirmed,149613
2020-10-08,wisconsin,deaths,1436
2020-10-08,wyoming,confirmed,7092
2020-10-08,wyoming,deaths,54
2020-10-09,alabama,confirmed,163465
2020-10-09,alabama,deaths,2653
2020-10-09,alaska,confirmed,10099
2020-10-09,alaska,deaths,56
2020-10-09,arizona,confirmed,224101
2020-10-09,arizona,deaths,5746
2020-10-09,arkansas,confirmed,91312
2020-10-09,arkansas,deaths,1530
2020-10-09,california,confirmed,851228
2020-10-09,california,deaths,16502
2020-10-09,colorado,confirmed,77068
2020-10-09,colorado,deaths,2115
2020-10-09,connecticut,confirmed,60038
2020-10-09,connecticut,deaths,4530
2020-10-09,delaware,confirmed,21827
2020-10-09,delaware,deaths,651
2020-10-09,district of columbia,confirmed,15843
2020-10-09,district of columbia,deaths,634
2020-10-09,florida,confirmed,728913
2020-10-09,florida,deaths,15185
2020-10-09,georgia,confirmed,333934
2020-10-09,georgia,deaths,7178
2020-10-09,guam,confirmed,3958
2020-10-09,guam,deaths,59
2020-10-09,hawaii,confirmed,13461
2020-10-09,hawaii,deaths,165
2020-10-09,idaho,confirmed,47674
2020-10-09,idaho,deaths,506
2020-10-09,illinois,confirmed,317501
2020-10-09,illinois,deaths,9207
2020-10-09,indiana,confirmed,133864
2020-10-09,indiana,deaths,3761
2020-10-09,iowa,confirmed,98023
2020-10-09,iowa,deaths,1454
2020-10-09,kansas,confirmed,67086
2020-10-09,kansas,deaths,765
2020-10-09,kentucky,confirmed,80633
2020-10-09,kentucky,deaths,1283
2020-10-09,louisiana,confirmed,173406
2020-10-09,louisiana,deaths,5635
2020-10-09,maine,confirmed,5666
2020-10-09,maine,deaths,143
2020-10-09,maryland,confirmed,130652
2020-10-09,maryland,deaths,3990
2020-10-09,massachusetts,confirmed,137701
2020-10-09,massachusetts,deaths,9577
2020-10-09,michigan,confirmed,147880
2020-10-09,michigan,deaths,7202
2020-10-09,minnesota,confirmed,109365
2020-10-09,minnesota,deaths,2174
2020-10-09,mississippi,confirmed,103681
2020-10-09,mississippi,deaths,3080
2020-10-09,missouri,confirmed,145034
2020-10-09,missouri,deaths,2463
2020-10-09,montana,confirmed,17478
2020-10-09,montana,deaths,206
2020-10-09,nebraska,confirmed,50168
2020-10-09,nebraska,deaths,522
2020-10-09,nevada,confirmed,84785
2020-10-09,nevada,deaths,1658
2020-10-09,new hampshire,confirmed,8970
2020-10-09,new hampshire,deaths,450
2020-10-09,new jersey,confirmed,213801
2020-10-09,new jersey,deaths,16164
2020-10-09,new mexico,confirmed,32241
2020-10-09,new mexico,deaths,902
2020-10-09,new york,confirmed,476422
2020-10-09,new york,deaths,32867
2020-10-09,north carolina,confirmed,227756
2020-10-09,north carolina,deaths,3768
2020-10-09,north dakota,confirmed,26044
2020-10-09,north dakota,deaths,325
2020-10-09,northern mariana islands,confirmed,75
2020-10-09,northern mariana islands,deaths,2
2020-10-09,ohio,confirmed,166102
2020-10-09,ohio,deaths,4994
2020-10-09,oklahoma,confirmed,97088
2020-10-09,oklahoma,deaths,1091
2020-10-09,oregon,confirmed,36538
2020-10-09,oregon,deaths,600
2020-10-09,pennsylvania,confirmed,174352
2020-10-09,pennsylvania,deaths,8387
2020-10-09,puerto rico,confirmed,52892
2020-10-09,puerto rico,deaths,720
2020-10-09,rhode island,confirmed,26294
2020-10-09,rhode island,deaths,1130
2020-10-09,south carolina,confirmed,155676
2020-10-09,south carolina,deaths,3530
2020-10-09,south dakota,confirmed,27215
2020-10-09,south dakota,deaths,277
2020-10-09,tennessee,confirmed,207823
2020-10-09,tennessee,deaths,2702
2020-10-09,texas,confirmed,826241
2020-10-09,texas,deaths,16955
2020-10-09,utah,confirmed,83307
2020-10-09,utah,deaths,508
2020-10-09,vermont,confirmed,1846
2020-10-09,vermont,deaths,58
2020-10-09,virgin islands,confirmed,1324
2020-10-09,virgin islands,deaths,20
2020-10-09,virginia,confirmed,156649
2020-10-09,virginia,deaths,3344
2020-10-09,washington,confirmed,96837
2020-10-09,washington,deaths,2288
2020-10-09,west virginia,confirmed,17707
2020-10-09,west virginia,deaths,376
2020-10-09,wisconsin,confirmed,152831
2020-10-09,wisconsin,deaths,1453
2020-10-09,wyoming,confirmed,7335
2020-10-09,wyoming,deaths,54
2020-10-10,alabama,confirmed,164526
2020-10-10,alabama,deaths,2664
2020-10-10,alaska,confirmed,10350
2020-10-10,alaska,deaths,56
2020-10-10,arizona,confirmed,224985
2020-10-10,arizona,deaths,5759
2020-10-10,arkansas,confirmed,92220
2020-10-10,arkansas,deaths,1552
2020-10-10,california,confirmed,854302
2020-10-10,california,deaths,16568
2020-10-10,colorado,confirmed,78047
2020-10-10,colorado,deaths,2121
2020-10-10,connecticut,confirmed,60038
2020-10-10,connecticut,deaths,4530
2020-10-10,delaware,confirmed,21998
2020-10-10,delaware,deaths,653
2020-10-10,district of columbia,confirmed,15918
2020-10-10,district of columbia,deaths,636
2020-10-10,florida,confirmed,728913
2020-10-10,florida,deaths,15185
2020-10-10,georgia,confirmed,335351
2020-10-10,georgia,deaths,7223
2020-10-10,guam,confirmed,4025
2020-10-10,guam,deaths,60
2020-10-10,hawaii,confirmed,13532
2020-10-10,hawaii,deaths,167
2020-10-10,idaho,confirmed,47927
2020-10-10,idaho,deaths,508
2020-10-10,illinois,confirmed,320283
2020-10-10,illinois,deaths,9235
2020-10-10,indiana,confirmed,135789
2020-10-10,indiana,deaths,3782
2020-10-10,iowa,confirmed,99099
2020-10-10,iowa,deaths,1460
2020-10-10,kansas,confirmed,67193
2020-10-10,kansas,deaths,768
2020-10-10,kentucky,confirmed,81630
2020-10-10,kentucky,deaths,1293
2020-10-10,louisiana,confirmed,173406
2020-10-10,louisiana,deaths,5635
2020-10-10,maine,confirmed,5696
2020-10-10,maine,deaths,143
2020-10-10,maryland,confirmed,131169
2020-10-10,maryland,deaths,3995
2020-10-10,massachusetts,confirmed,138340
2020-10-10,massachusetts,deaths,9587
2020-10-10,michigan,confirmed,149406
2020-10-10,michigan,deaths,7221
2020-10-10,minnesota,confirmed,110881
2020-10-10,minnesota,deaths,2184
2020-10-10,mississippi,confirmed,104638
2020-10-10,mississippi,deaths,3096
2020-10-10,missouri,confirmed,148199
2020-10-10,missouri,deaths,2483
2020-10-10,montana,confirmed,18118
2020-10-10,montana,deaths,209
2020-10-10,nebraska,confirmed,51887
2020-10-10,nebraska,deaths,525
2020-10-10,nevada,confirmed,85463
2020-10-10,nevada,deaths,1659
2020-10-10,new hampshire,confirmed,9092
2020-10-10,new hampshire,deaths,455
2020-10-10,new jersey,confirmed,214665
2020-10-10,new jersey,deaths,16171
2020-10-10,new mexico,confirmed,32722
2020-10-10,new mexico,deaths,907
2020-10-10,new york,confirmed,477870
2020-10-10,new york,deaths,32875
2020-10-10,north carolina,confirmed,229959
2020-10-10,north carolina,deaths,3786
2020-10-10,north dakota,confirmed,26632
2020-10-10,north dakota,deaths,340
2020-10-10,northern mariana islands,confirmed,77
2020-10-10,northern mariana islands,deaths,2
2020-10-10,ohio,confirmed,167458
2020-10-10,ohio,deaths,4997
2020-10-10,oklahoma,confirmed,98621
2020-10-10,oklahoma,deaths,1095
2020-10-10,oregon,confirmed,36925
2020-10-10,oregon,deaths,600
2020-10-10,pennsylvania,confirmed,175804
2020-10-10,pennsylvania,deaths,8421
2020-10-10,puerto rico,confirmed,53364
2020-10-10,puerto rico,deaths,728
2020-10-10,rhode island,confirmed,26294
2020-10-10,rhode island,deaths,1130
2020-10-10,south carolina,confirmed,156621
2020-10-10,south carolina,deaths,3551
2020-10-10,south dakota,confirmed,27947
2020-10-10,south dakota,deaths,286
2020-10-10,tennessee,confirmed,209593
2020-10-10,tennessee,deaths,2729
2020-10-10,texas,confirmed,829758
2020-10-10,texas,deaths,17019
2020-10-10,utah,confirmed,84697
2020-10-10,utah,deaths,512
2020-10-10,vermont,confirmed,1857
2020-10-10,vermont,deaths,58
2020-10-10,virgin islands,confirmed,1325
2020-10-10,virgin islands,deaths,20
2020-10-10,virginia,confirmed,157905
2020-10-10,virginia,deaths,3354
2020-10-10,washington,confirmed,97223
2020-10-10,washington,deaths,2289
2020-10-10,west virginia,confirmed,17913
2020-10-10,west virginia,deaths,381
2020-10-10,wisconsin,confirmed,155752
2020-10-10,wisconsin,deaths,1470
2020-10-10,wyoming,confirmed,7455
2020-10-10,wyoming,deaths,54
2020-10-11,alabama,confirmed,165342
2020-10-11,alabama,deaths,2664
2020-10-11,alaska,confirmed,10608
2020-10-11,alaska,deaths,56
2020-10-11,arizona,confirmed,225575
2020-10-11,arizona,deaths,5759
2020-10-11,arkansas,confirmed,92833
2020-10-11,arkansas,deaths,1569
2020-10-11,california,confirmed,857076
2020-10-11,california,deaths,16581
2020-10-11,colorado,confirmed,78752
2020-10-11,colorado,deaths,2134
2020-10-11,connecticut,confirmed,60038
2020-10-11,connecticut,deaths,4530
2020-10-11,delaware,confirmed,22130
2020-10-11,delaware,deaths,654
2020-10-11,district of columbia,confirmed,15984
2020-10-11,district of columbia,deaths,637
2020-10-11,florida,confirmed,734483
2020-10-11,florida,deaths,15363
2020-10-11,georgia,confirmed,336586
2020-10-11,georgia,deaths,7246
2020-10-11,guam,confirmed,4047
2020-10-11,guam,deaths,61
2020-10-11,hawaii,confirmed,13633
2020-10-11,hawaii,deaths,168
2020-10-11,idaho,confirmed,48155
2020-10-11,idaho,deaths,508
2020-10-11,illinois,confirmed,322985
2020-10-11,illinois,deaths,9245
2020-10-11,indiana,confirmed,137359
2020-10-11,indiana,deaths,3789
2020-10-11,iowa,confirmed,99941
2020-10-11,iowa,deaths,1462
2020-10-11,kansas,confirmed,67231
2020-10-11,kansas,deaths,769
2020-10-11,kentucky,confirmed,82358
2020-10-11,kentucky,deaths,1295
2020-10-11,louisiana,confirmed,174587
2020-10-11,louisiana,deaths,5655
2020-10-11,maine,confirmed,5723
2020-10-11,maine,deaths,143
2020-10-11,maryland,confirmed,131853
2020-10-11,maryland,deaths,3999
2020-10-11,massachusetts,confirmed,138903
2020-10-11,massachusetts,deaths,9604
2020-10-11,michigan,confirmed,149448
2020-10-11,michigan,deaths,7221
2020-10-11,minnesota,confirmed,112321
2020-10-11,minnesota,deaths,2194
2020-10-11,mississippi,confirmed,104932
2020-10-11,mississippi,deaths,3101
2020-10-11,missouri,confirmed,148481
2020-10-11,missouri,deaths,2483
2020-10-11,montana,confirmed,18733
2020-10-11,montana,deaths,210
2020-10-11,nebraska,confirmed,52382
2020-10-11,nebraska,deaths,525
2020-10-11,nevada,confirmed,85922
2020-10-11,nevada,deaths,1663
2020-10-11,new hampshire,confirmed,9143
2020-10-11,new hampshire,deaths,456
2020-10-11,new jersey,confirmed,215416
2020-10-11,new jersey,deaths,16174
2020-10-11,new mexico,confirmed,32983
2020-10-11,new mexico,deaths,911
2020-10-11,new york,confirmed,479013
2020-10-11,new york,deaths,32879
2020-10-11,north carolina,confirmed,231564
2020-10-11,north carolina,deaths,3791
2020-10-11,north dakota,confirmed,27269
2020-10-11,north dakota,deaths,343
2020-10-11,northern mariana islands,confirmed,77
2020-10-11,northern mariana islands,deaths,2
2020-10-11,ohio,confirmed,168749
2020-10-11,ohio,deaths,4999
2020-10-11,oklahoma,confirmed,99387
2020-10-11,oklahoma,deaths,1098
2020-10-11,oregon,confirmed,37263
2020-10-11,oregon,deaths,600
2020-10-11,pennsylvania,confirmed,176820
2020-10-11,pennsylvania,deaths,8426
